session_id,timestamp,focus_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,avg_ear,head_yaw,head_pitch,symmetry_score,blink_rate_per_min,eye_closed_sec,is_blink,left_iris_x,left_iris_y,right_iris_x,right_iris_y,gaze_direction_x,gaze_direction_y,gaze_deviation,tension_score,tension_level,tension_sources_brow_furrow,tension_sources_lip_compression,tension_sources_eye_closure,tension_sources_expression_instability,tension_sources_emotional_influence,micro_exp_au_name,micro_exp_intensity,micro_exp_duration_frames,micro_exp_onset_frame,dominant_emotion,confidence,emotion_state,is_valid,au1_inner_brow_raise_trend,au1_inner_brow_raise_volatility,au1_inner_brow_raise_change_rate,au2_outer_brow_raise_trend,au2_outer_brow_raise_volatility,au2_outer_brow_raise_change_rate,au4_frown_trend,au4_frown_volatility,au4_frown_change_rate,au6_cheek_raise_trend,au6_cheek_raise_volatility,au6_cheek_raise_change_rate,au7_eye_squeeze_trend,au7_eye_squeeze_volatility,au7_eye_squeeze_change_rate,au9_nose_wrinkle_trend,au9_nose_wrinkle_volatility,au9_nose_wrinkle_change_rate,au10_upper_lip_raise_trend,au10_upper_lip_raise_volatility,au10_upper_lip_raise_change_rate,au12_smile_trend,au12_smile_volatility,au12_smile_change_rate,au14_dimpler_trend,au14_dimpler_volatility,au14_dimpler_change_rate,au15_mouth_down_trend,au15_mouth_down_volatility,au15_mouth_down_change_rate,au20_lip_stretcher_trend,au20_lip_stretcher_volatility,au20_lip_stretcher_change_rate,au23_lip_compression_trend,au23_lip_compression_volatility,au23_lip_compression_change_rate,au25_mouth_open_trend,au25_mouth_open_volatility,au25_mouth_open_change_rate,au26_jaw_drop_trend,au26_jaw_drop_volatility,au26_jaw_drop_change_rate,avg_ear_trend,avg_ear_volatility,avg_ear_change_rate,head_yaw_trend,head_yaw_volatility,head_yaw_change_rate,head_pitch_trend,head_pitch_volatility,head_pitch_change_rate,symmetry_score_trend,symmetry_score_volatility,symmetry_score_change_rate,blink_rate_per_min_trend,blink_rate_per_min_volatility,blink_rate_per_min_change_rate,eye_closed_sec_trend,eye_closed_sec_volatility,eye_closed_sec_change_rate,is_blink_trend,is_blink_volatility,is_blink_change_rate,left_iris_x_trend,left_iris_x_volatility,left_iris_x_change_rate,left_iris_y_trend,left_iris_y_volatility,left_iris_y_change_rate,right_iris_x_trend,right_iris_x_volatility,right_iris_x_change_rate,right_iris_y_trend,right_iris_y_volatility,right_iris_y_change_rate,gaze_direction_x_trend,gaze_direction_x_volatility,gaze_direction_x_change_rate,gaze_direction_y_trend,gaze_direction_y_volatility,gaze_direction_y_change_rate,gaze_deviation_trend,gaze_deviation_volatility,gaze_deviation_change_rate
20260304_135106,1772603468.1302161,0.3,0.247,0.317,0.065,0.393,0.498,0.491,0.0,0.0,0.668,0.099,0.0,0.947,0.0,0.0,0.502,0.276,-0.999,0.996,0.0,0.0,0,0.52,0.578,0.61,0.58,-0.052,-0.713,0.715,0.594,medium,0.085,1.0,0.0,0.511,0.235,,,,,anxiety,0.588,neutral,1,0.256,0.216,0.257,0.363,0.218,0.33,0.076,0.313,0.374,0.254,0.217,0.116,0.431,0.215,0.083,0.513,0.213,0.072,0.0,0.0,0.0,-0.011,0.049,1.0,0.596,0.219,0.067,0.383,1.0,1.0,-0.011,0.049,1.0,1.0,0.425,0.643,-0.01,0.039,1.0,-0.016,0.127,1.0,0.656,0.216,0.309,0.219,0.216,0.071,-1.0,1.0,1.0,0.003,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.002,0.008,0.044,0.007,0.034,0.001,0.001,0.001,0.038,0.006,0.032,0.122,0.107,0.517,-0.468,0.353,1.0,0.452,0.054,0.28
20260304_135106,1772603468.1628685,0.3,0.247,0.32,0.059,0.396,0.494,0.492,0.0,0.0,0.646,0.107,0.0,0.927,0.0,0.0,0.506,0.274,-0.999,0.997,0.0,0.0,0,0.52,0.579,0.61,0.581,-0.047,-0.71,0.712,0.593,medium,0.076,1.0,0.0,0.518,0.235,au15_mouth_down,0.107,6,9,anxiety,0.588,neutral,1,0.253,0.212,0.252,0.366,0.214,0.333,0.07,0.306,0.113,0.202,0.213,0.101,0.353,0.211,0.098,0.468,0.209,0.072,0.0,0.0,0.0,-0.012,0.048,1.0,0.48,0.216,0.128,0.422,1.0,1.0,-0.012,0.048,1.0,1.0,0.415,0.552,-0.01,0.038,1.0,-0.017,0.125,1.0,0.647,0.213,0.316,0.181,0.212,0.08,-1.0,1.0,1.0,0.004,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011,0.002,0.009,0.048,0.007,0.034,0.001,0.001,0.001,0.043,0.007,0.033,0.134,0.117,0.469,-0.495,0.384,1.0,0.478,0.059,0.257
20260304_135106,1772603468.204929,0.3,0.24,0.312,0.07,0.397,0.489,0.492,0.0,0.005,0.63,0.114,0.005,0.933,0.0,0.0,0.511,0.276,-0.999,0.996,0.0,0.0,0,0.52,0.579,0.61,0.581,-0.05,-0.711,0.712,0.597,medium,0.091,1.0,0.0,0.522,0.235,au15_mouth_down,0.114,6,9,anxiety,0.588,neutral,1,0.241,0.208,0.171,0.356,0.21,0.258,0.075,0.301,0.512,0.161,0.21,0.093,0.286,0.208,0.111,0.429,0.204,0.068,0.0,0.0,0.0,-0.008,0.047,1.0,0.371,0.213,0.169,0.454,1.0,1.0,-0.008,0.047,1.0,1.0,0.405,0.54,-0.01,0.038,1.0,-0.019,0.123,1.0,0.637,0.209,0.32,0.152,0.208,0.067,-0.925,1.0,1.0,0.005,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.002,0.008,0.051,0.008,0.032,0.0,0.001,0.002,0.046,0.008,0.033,0.139,0.122,0.496,-0.513,0.408,1.0,0.496,0.062,0.247
20260304_135106,1772603468.2285023,0.3,0.248,0.319,0.068,0.398,0.49,0.491,0.0,0.0,0.655,0.113,0.0,0.917,0.0,0.0,0.51,0.273,-0.999,0.995,0.0,0.0,0,0.52,0.579,0.61,0.581,-0.047,-0.711,0.713,0.597,medium,0.088,1.0,0.0,0.526,0.235,au15_mouth_down,0.113,6,9,anxiety,0.588,neutral,1,0.237,0.204,0.241,0.352,0.207,0.298,0.077,0.295,0.401,0.129,0.206,0.081,0.232,0.204,0.103,0.394,0.2,0.063,0.0,0.0,0.0,-0.01,0.047,1.0,0.304,0.209,0.09,0.475,1.0,1.0,-0.01,0.047,1.0,1.0,0.396,0.469,-0.01,0.037,1.0,-0.02,0.12,1.0,0.623,0.206,0.3,0.124,0.204,0.085,-0.857,1.0,1.0,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.002,0.007,0.053,0.008,0.032,-0.0,0.001,0.001,0.049,0.008,0.033,0.143,0.129,0.47,-0.523,0.428,1.0,0.505,0.065,0.237
20260304_135106,1772603468.2736752,0.3,0.248,0.32,0.072,0.397,0.482,0.491,0.0,0.0,0.652,0.115,0.0,0.92,0.0,0.0,0.518,0.273,-0.999,0.996,0.0,0.0,0,0.52,0.58,0.61,0.581,-0.049,-0.716,0.718,0.598,medium,0.094,1.0,0.0,0.53,0.235,au15_mouth_down,0.115,6,9,anxiety,0.588,neutral,1,0.232,0.2,0.23,0.346,0.204,0.29,0.081,0.291,0.547,0.101,0.203,0.086,0.18,0.202,0.13,0.363,0.196,0.06,0.0,0.0,0.0,-0.011,0.046,1.0,0.245,0.206,0.096,0.489,1.0,1.0,-0.011,0.046,1.0,1.0,0.388,0.454,-0.01,0.036,1.0,-0.02,0.118,1.0,0.613,0.203,0.323,0.102,0.201,0.081,-0.796,1.0,1.0,0.005,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.002,0.007,0.055,0.009,0.033,-0.0,0.001,0.002,0.051,0.008,0.031,0.145,0.132,0.49,-0.53,0.446,1.0,0.513,0.067,0.243
20260304_135106,1772603468.3023233,0.3,0.254,0.321,0.075,0.387,0.49,0.49,0.0,0.008,0.66,0.121,0.008,0.951,0.0,0.0,0.51,0.272,-0.999,0.996,0.0,0.0,0,0.52,0.58,0.61,0.581,-0.049,-0.729,0.731,0.6,high,0.097,1.0,0.0,0.534,0.235,au15_mouth_down,0.121,6,9,anxiety,0.588,neutral,1,0.231,0.197,0.271,0.34,0.201,0.282,0.085,0.288,0.606,0.07,0.2,0.13,0.143,0.198,0.095,0.335,0.193,0.053,0.0,0.0,0.0,-0.005,0.047,1.0,0.202,0.202,0.07,0.502,1.0,1.0,-0.005,0.047,1.0,1.0,0.381,0.518,-0.009,0.036,1.0,-0.02,0.116,1.0,0.595,0.2,0.274,0.083,0.198,0.083,-0.741,1.0,1.0,0.005,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.002,0.007,0.056,0.009,0.034,-0.0,0.001,0.0,0.052,0.009,0.031,0.144,0.135,0.493,-0.542,0.469,1.0,0.524,0.07,0.272
20260304_135106,1772603468.3383558,0.3,0.25,0.318,0.072,0.4,0.49,0.491,0.0,0.015,0.639,0.123,0.015,0.839,0.0,0.0,0.51,0.277,-0.999,0.996,0.0,0.0,0,0.52,0.581,0.61,0.582,-0.054,-0.708,0.71,0.597,medium,0.094,1.0,0.0,0.537,0.231,au15_mouth_down,0.123,6,9,anxiety,0.578,neutral,1,0.225,0.194,0.225,0.33,0.198,0.251,0.086,0.284,0.488,0.055,0.197,0.059,0.113,0.195,0.094,0.311,0.189,0.056,0.0,0.0,0.0,0.003,0.051,1.0,0.151,0.2,0.13,0.51,1.0,1.0,0.003,0.051,1.0,1.0,0.373,0.2,-0.009,0.035,1.0,-0.02,0.115,1.0,0.577,0.197,0.265,0.07,0.195,0.045,-0.692,1.0,1.0,0.005,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.002,0.006,0.058,0.01,0.035,-0.0,0.001,0.0,0.054,0.009,0.033,0.14,0.135,0.54,-0.533,0.476,1.0,0.516,0.071,0.198
20260304_135106,1772603468.3603446,0.3,0.249,0.316,0.074,0.397,0.485,0.49,0.0,0.016,0.638,0.127,0.016,0.895,0.0,0.0,0.515,0.272,-0.999,0.995,0.0,0.0,0,0.52,0.581,0.611,0.583,-0.046,-0.716,0.717,0.603,high,0.097,1.0,0.0,0.54,0.235,au15_mouth_down,0.127,3,12,anxiety,0.588,neutral,1,0.218,0.191,0.21,0.319,0.195,0.227,0.088,0.281,0.547,0.04,0.194,0.076,0.083,0.193,0.111,0.289,0.186,0.05,0.0,0.0,0.0,0.011,0.055,1.0,0.109,0.197,0.126,0.516,1.0,1.0,0.011,0.055,1.0,1.0,0.366,0.337,-0.009,0.035,1.0,-0.02,0.113,1.0,0.562,0.195,0.278,0.056,0.192,0.083,-0.647,1.0,1.0,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.002,0.005,0.058,0.01,0.033,0.0,0.001,0.002,0.055,0.009,0.035,0.14,0.138,0.465,-0.527,0.485,1.0,0.51,0.072,0.212
20260304_135106,1772603468.387371,0.3,0.255,0.319,0.061,0.401,0.485,0.491,0.0,0.011,0.633,0.13,0.011,0.891,0.0,0.0,0.515,0.278,-0.999,0.994,0.0,0.0,0,0.52,0.581,0.611,0.584,-0.049,-0.704,0.706,0.599,medium,0.079,1.0,0.0,0.541,0.235,au15_mouth_down,0.13,2,13,anxiety,0.588,neutral,1,0.215,0.189,0.254,0.31,0.192,0.239,0.081,0.276,0.058,0.029,0.191,0.055,0.059,0.19,0.106,0.269,0.183,0.054,0.0,0.0,0.0,0.015,0.056,1.0,0.07,0.195,0.139,0.519,1.0,1.0,0.015,0.056,1.0,1.0,0.359,0.314,-0.009,0.034,1.0,-0.02,0.111,1.0,0.546,0.192,0.266,0.047,0.189,0.035,-0.607,1.0,1.0,0.004,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011,0.002,0.005,0.058,0.01,0.034,0.001,0.001,0.004,0.056,0.01,0.037,0.138,0.14,0.494,-0.512,0.488,1.0,0.496,0.072,0.169
20260304_135106,1772603468.42033,0.3,0.249,0.321,0.079,0.4,0.493,0.491,0.0,0.008,0.633,0.131,0.008,0.947,0.0,0.0,0.507,0.275,-0.999,0.994,0.0,0.0,0,0.521,0.581,0.611,0.584,-0.051,-0.709,0.711,0.604,high,0.102,1.0,0.0,0.541,0.235,au15_mouth_down,0.131,2,13,anxiety,0.588,neutral,1,0.208,0.186,0.193,0.302,0.19,0.25,0.085,0.275,0.669,0.02,0.188,0.055,0.043,0.188,0.073,0.252,0.18,0.05,0.0,0.0,0.0,0.016,0.055,1.0,0.038,0.192,0.134,0.519,1.0,1.0,0.016,0.055,1.0,1.0,0.353,0.447,-0.008,0.034,1.0,-0.02,0.109,1.0,0.525,0.189,0.223,0.039,0.186,0.053,-0.57,1.0,1.0,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011,0.002,0.004,0.058,0.01,0.032,0.001,0.001,0.003,0.057,0.01,0.034,0.134,0.14,0.508,-0.5,0.491,1.0,0.484,0.073,0.18
20260304_135106,1772603468.4528534,0.3,0.251,0.32,0.072,0.399,0.482,0.491,0.0,0.007,0.633,0.131,0.007,0.913,0.0,0.0,0.518,0.275,-0.999,0.995,0.0,0.0,0,0.521,0.581,0.611,0.583,-0.051,-0.714,0.716,0.582,medium,0.093,1.0,0.0,0.404,0.235,,,,,anxiety,0.588,neutral,1,0.202,0.183,0.201,0.293,0.187,0.234,0.084,0.272,0.408,0.012,0.185,0.058,0.024,0.185,0.11,0.236,0.177,0.047,0.0,0.0,0.0,0.016,0.055,1.0,0.011,0.19,0.129,0.517,0.991,1.0,0.016,0.055,1.0,1.0,0.347,0.344,-0.008,0.033,1.0,-0.02,0.108,1.0,0.511,0.187,0.259,0.031,0.183,0.057,-0.536,1.0,1.0,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.002,0.003,0.058,0.011,0.031,0.002,0.001,0.002,0.056,0.01,0.032,0.13,0.14,0.51,-0.49,0.496,1.0,0.474,0.073,0.189
20260304_135106,1772603468.5121686,0.3,0.247,0.317,0.075,0.401,0.484,0.491,0.0,0.003,0.629,0.128,0.003,0.947,0.0,0.0,0.516,0.276,-0.999,0.996,0.0,0.0,0,0.521,0.58,0.612,0.582,-0.051,-0.714,0.716,0.582,medium,0.097,1.0,0.0,0.405,0.235,,,,,anxiety,0.588,neutral,1,0.194,0.181,0.161,0.283,0.185,0.206,0.084,0.269,0.5,0.006,0.183,0.048,0.009,0.183,0.103,0.221,0.174,0.045,0.0,0.0,0.0,0.014,0.054,0.37,-0.014,0.188,0.139,0.51,0.965,1.0,0.014,0.054,0.37,1.0,0.342,0.419,-0.008,0.033,1.0,-0.019,0.106,1.0,0.495,0.185,0.245,0.025,0.181,0.047,-0.506,1.0,1.0,0.003,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.002,0.001,0.057,0.011,0.028,0.002,0.001,0.004,0.056,0.01,0.028,0.127,0.141,0.506,-0.479,0.5,1.0,0.464,0.074,0.183
20260304_135106,1772603468.5596368,0.3,0.247,0.319,0.08,0.397,0.493,0.489,0.0,0.001,0.63,0.124,0.001,0.924,0.0,0.0,0.507,0.27,-0.999,0.995,0.0,0.0,0,0.521,0.58,0.612,0.582,-0.047,-0.725,0.726,0.584,medium,0.104,1.0,0.0,0.405,0.235,,,,,anxiety,0.588,neutral,1,0.186,0.178,0.155,0.274,0.182,0.21,0.087,0.268,0.654,-0.001,0.18,0.065,0.001,0.181,0.063,0.207,0.172,0.038,0.0,0.0,0.0,0.012,0.053,1.0,-0.034,0.186,0.131,0.501,0.94,1.0,0.012,0.053,1.0,1.0,0.337,0.346,-0.008,0.032,1.0,-0.019,0.105,1.0,0.476,0.182,0.197,0.017,0.179,0.086,-0.477,1.0,1.0,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009,0.002,0.001,0.056,0.011,0.024,0.003,0.001,0.006,0.055,0.011,0.027,0.125,0.142,0.466,-0.473,0.506,1.0,0.458,0.074,0.208
20260304_135106,1772603468.5909543,0.3,0.248,0.318,0.068,0.393,0.492,0.49,0.0,0.0,0.648,0.122,0.0,0.926,0.0,0.0,0.508,0.271,-0.999,0.994,0.0,0.0,0,0.521,0.579,0.612,0.583,-0.047,-0.721,0.722,0.58,medium,0.089,1.0,0.0,0.406,0.235,,,,,anxiety,0.588,neutral,1,0.179,0.176,0.158,0.265,0.18,0.199,0.083,0.264,0.237,-0.009,0.178,0.084,-0.007,0.178,0.064,0.195,0.169,0.042,0.0,0.0,0.0,0.009,0.053,1.0,-0.042,0.184,0.075,0.49,0.917,1.0,0.009,0.053,1.0,1.0,0.331,0.339,-0.007,0.032,1.0,-0.018,0.103,1.0,0.457,0.18,0.194,0.011,0.176,0.079,-0.451,1.0,1.0,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008,0.002,0.001,0.054,0.011,0.021,0.003,0.001,0.005,0.054,0.011,0.027,0.123,0.143,0.467,-0.463,0.51,1.0,0.449,0.075,0.189
20260304_135106,1772603468.6079807,0.3,0.245,0.319,0.079,0.394,0.487,0.491,0.0,0.0,0.643,0.119,0.0,0.922,0.0,0.0,0.513,0.271,-0.999,0.993,0.0,0.0,0,0.521,0.578,0.612,0.583,-0.046,-0.717,0.719,0.584,medium,0.102,1.0,0.0,0.406,0.235,,,,,anxiety,0.588,neutral,1,0.172,0.173,0.126,0.256,0.178,0.198,0.084,0.263,0.574,-0.015,0.176,0.077,-0.015,0.176,0.083,0.183,0.167,0.042,0.0,0.0,0.0,0.007,0.053,1.0,-0.051,0.181,0.087,0.477,0.895,1.0,0.007,0.053,1.0,1.0,0.327,0.318,-0.007,0.031,1.0,-0.018,0.102,1.0,0.442,0.178,0.211,0.005,0.174,0.074,-0.428,1.0,1.0,0.001,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008,0.002,0.002,0.052,0.011,0.017,0.004,0.001,0.006,0.053,0.011,0.026,0.121,0.144,0.462,-0.452,0.512,1.0,0.438,0.075,0.172
20260304_135106,1772603468.6362762,0.3,0.248,0.319,0.078,0.396,0.48,0.491,0.0,0.0,0.645,0.113,0.0,0.955,0.0,0.0,0.52,0.27,-0.999,0.994,0.0,0.0,0,0.522,0.578,0.613,0.581,-0.046,-0.719,0.72,0.583,medium,0.101,1.0,0.0,0.406,0.235,,,,,anxiety,0.588,neutral,1,0.165,0.171,0.154,0.247,0.176,0.189,0.084,0.261,0.528,-0.019,0.174,0.065,-0.025,0.174,0.11,0.173,0.165,0.041,0.0,0.0,0.0,0.005,0.052,1.0,-0.058,0.179,0.081,0.462,0.874,1.0,0.005,0.052,1.0,1.0,0.322,0.39,-0.007,0.031,1.0,-0.017,0.101,1.0,0.43,0.176,0.236,0.001,0.172,0.079,-0.406,1.0,1.0,0.001,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007,0.002,0.001,0.049,0.011,0.015,0.004,0.001,0.007,0.051,0.011,0.02,0.119,0.145,0.457,-0.441,0.514,1.0,0.427,0.075,0.172
20260304_135106,1772603468.657928,0.3,0.252,0.324,0.072,0.393,0.481,0.492,0.0,0.0,0.662,0.111,0.0,0.948,0.0,0.0,0.519,0.268,-0.998,0.994,0.0,0.0,0,0.522,0.577,0.612,0.581,-0.046,-0.718,0.72,0.581,medium,0.093,1.0,0.0,0.406,0.235,,,,,anxiety,0.588,neutral,1,0.161,0.169,0.179,0.241,0.174,0.222,0.081,0.258,0.307,-0.024,0.172,0.077,-0.033,0.172,0.1,0.164,0.162,0.043,0.0,0.0,0.0,0.003,0.052,1.0,-0.057,0.177,0.027,0.446,0.854,1.0,0.003,0.052,1.0,1.0,0.318,0.362,-0.007,0.031,1.0,-0.017,0.1,1.0,0.418,0.174,0.221,-0.004,0.17,0.091,-0.385,1.0,1.0,0.001,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006,0.002,0.002,0.047,0.01,0.013,0.004,0.001,0.004,0.049,0.011,0.018,0.117,0.146,0.457,-0.43,0.516,1.0,0.416,0.075,0.166
20260304_135106,1772603468.6878567,0.3,0.256,0.331,0.072,0.392,0.484,0.492,0.0,0.0,0.661,0.107,0.0,0.907,0.0,0.0,0.516,0.268,-0.998,0.994,0.0,0.0,0,0.522,0.577,0.612,0.581,-0.044,-0.719,0.721,0.581,medium,0.094,1.0,0.0,0.406,0.235,,,,,anxiety,0.588,neutral,1,0.158,0.167,0.208,0.238,0.172,0.262,0.079,0.255,0.309,-0.028,0.17,0.083,-0.039,0.171,0.086,0.156,0.16,0.042,0.0,0.0,0.0,0.002,0.052,1.0,-0.057,0.175,0.029,0.43,0.836,1.0,0.002,0.052,1.0,1.0,0.313,0.248,-0.007,0.03,1.0,-0.017,0.098,1.0,0.405,0.172,0.203,-0.009,0.169,0.087,-0.366,1.0,1.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006,0.002,0.003,0.045,0.01,0.013,0.005,0.001,0.005,0.047,0.011,0.018,0.115,0.147,0.443,-0.419,0.517,1.0,0.406,0.075,0.164
20260304_135106,1772603468.7259605,0.3,0.256,0.332,0.082,0.39,0.499,0.491,0.0,0.0,0.665,0.104,0.0,0.945,0.0,0.0,0.501,0.272,-0.998,0.995,0.0,0.0,0,0.522,0.577,0.612,0.581,-0.049,-0.723,0.724,0.584,medium,0.107,1.0,0.0,0.406,0.235,,,,,anxiety,0.588,neutral,1,0.155,0.166,0.204,0.234,0.171,0.258,0.08,0.254,0.62,-0.032,0.168,0.089,-0.038,0.169,0.027,0.148,0.158,0.04,0.0,0.0,0.0,0.0,0.051,1.0,-0.055,0.173,0.016,0.413,0.819,1.0,0.0,0.051,1.0,1.0,0.309,0.335,-0.006,0.03,1.0,-0.016,0.097,1.0,0.387,0.17,0.135,-0.011,0.167,0.061,-0.349,1.0,1.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.002,0.003,0.043,0.01,0.011,0.005,0.001,0.006,0.046,0.011,0.018,0.111,0.147,0.491,-0.409,0.518,1.0,0.397,0.075,0.171
20260304_135106,1772603468.757198,0.3,0.255,0.328,0.08,0.391,0.498,0.489,0.0,0.0,0.639,0.105,0.0,0.915,0.0,0.0,0.502,0.268,-0.999,0.995,0.0,0.0,0,0.523,0.579,0.613,0.582,-0.044,-0.73,0.731,0.584,medium,0.104,1.0,0.0,0.406,0.235,au7_eye_squeeze,0.498,2,13,anxiety,0.588,neutral,1,0.152,0.164,0.194,0.229,0.169,0.226,0.08,0.253,0.549,-0.036,0.167,0.083,-0.038,0.167,0.03,0.14,0.156,0.031,0.0,0.0,0.0,-0.001,0.051,1.0,-0.061,0.171,0.094,0.397,0.803,1.0,-0.001,0.051,1.0,1.0,0.305,0.253,-0.006,0.03,1.0,-0.016,0.096,1.0,0.37,0.168,0.136,-0.014,0.165,0.087,-0.332,1.0,1.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.002,0.006,0.042,0.01,0.017,0.005,0.001,0.008,0.045,0.011,0.022,0.11,0.147,0.438,-0.402,0.521,1.0,0.39,0.075,0.187
20260304_135106,1772603468.7972393,0.3,0.263,0.349,0.097,0.376,0.495,0.488,0.0,0.0,0.618,0.111,0.0,0.931,0.0,0.0,0.505,0.264,-0.998,0.995,0.0,0.0,0,0.524,0.58,0.614,0.583,-0.042,-0.758,0.759,0.589,medium,0.126,1.0,0.0,0.408,0.235,au7_eye_squeeze,0.495,3,12,anxiety,0.588,neutral,1,0.151,0.163,0.257,0.23,0.169,0.36,0.085,0.259,1.0,-0.043,0.165,0.153,-0.039,0.165,0.042,0.133,0.154,0.023,0.0,0.0,0.0,-0.002,0.05,1.0,-0.073,0.17,0.154,0.385,0.787,1.0,-0.002,0.05,1.0,1.0,0.302,0.284,-0.006,0.029,1.0,-0.015,0.095,1.0,0.356,0.166,0.146,-0.018,0.163,0.111,-0.317,1.0,1.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,0.002,0.011,0.041,0.01,0.021,0.006,0.002,0.009,0.044,0.011,0.024,0.108,0.149,0.419,-0.404,0.533,1.0,0.391,0.077,0.266
20260304_135106,1772603468.8219743,0.3,0.262,0.353,0.097,0.359,0.506,0.487,0.0,0.0,0.61,0.121,0.0,0.895,0.0,0.0,0.494,0.257,-0.998,0.996,0.0,0.0,0,0.525,0.581,0.614,0.584,-0.04,-0.777,0.778,0.59,medium,0.127,1.0,0.0,0.412,0.235,au7_eye_squeeze,0.506,4,11,anxiety,0.588,neutral,1,0.149,0.161,0.237,0.232,0.168,0.379,0.09,0.264,1.0,-0.055,0.165,0.236,-0.036,0.163,0.004,0.125,0.153,0.021,0.0,0.0,0.0,-0.003,0.05,1.0,-0.086,0.169,0.175,0.375,0.773,1.0,-0.003,0.05,1.0,1.0,0.298,0.189,-0.006,0.029,1.0,-0.015,0.094,1.0,0.339,0.164,0.094,-0.024,0.162,0.162,-0.303,1.0,1.0,0.001,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.002,0.014,0.04,0.01,0.026,0.006,0.002,0.01,0.043,0.011,0.026,0.108,0.15,0.396,-0.409,0.551,1.0,0.397,0.079,0.314
20260304_135106,1772603468.8544962,0.3,0.269,0.37,0.107,0.353,0.516,0.487,0.0,0.0,0.583,0.126,0.0,0.921,0.0,0.0,0.484,0.256,-0.998,0.995,0.0,0.0,0,0.526,0.582,0.615,0.586,-0.038,-0.788,0.789,0.594,medium,0.139,1.0,0.0,0.417,0.235,au4_frown,0.107,3,12,anxiety,0.588,neutral,1,0.149,0.161,0.293,0.238,0.169,0.487,0.096,0.274,1.0,-0.066,0.165,0.259,-0.03,0.161,0.045,0.119,0.151,0.02,0.0,0.0,0.0,-0.003,0.05,1.0,-0.105,0.168,0.252,0.368,0.761,1.0,-0.003,0.05,1.0,1.0,0.294,0.248,-0.006,0.029,1.0,-0.014,0.093,1.0,0.32,0.163,0.048,-0.029,0.161,0.166,-0.289,1.0,1.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.003,0.018,0.04,0.01,0.029,0.007,0.002,0.014,0.043,0.011,0.033,0.107,0.153,0.376,-0.416,0.571,1.0,0.404,0.082,0.338
